ICN,Δ Accuracy,Δ AUC,Δ Precision,Δ Recall,Δ F1,Δ Val Loss,auc_mean,auc_std,auc_var,auc_min,auc_max,auc_median,accuracy_mean,accuracy_std,accuracy_var,accuracy_min,accuracy_max,accuracy_median,precision_mean,precision_std,precision_var,precision_min,precision_max,precision_median,recall_mean,recall_std,recall_var,recall_min,recall_max,recall_median,f1_mean,f1_std,f1_var,f1_min,f1_max,f1_median,val_loss_mean,val_loss_std,val_loss_var,val_loss_min,val_loss_max,val_loss_median
55,0.0024429530201341663,-0.0027787259844407252,0.011862987632513906,-0.018358520978772462,-0.0024762051445950117,0.0016112796275055804,0.6785399702633862,0.002826209190525334,7.987458388609862e-06,0.6736081369657688,0.6829195054748454,0.6777949386537003,0.6620744680851064,0.003127008182276387,9.778180172023473e-06,0.6561170212765959,0.6667553191489362,0.6625000000000001,0.6860666407440468,0.002578778658912627,6.650099371663207e-06,0.6809398252999697,0.6886647363582848,0.6870553726143471,0.8264649925425788,0.0038614343852965247,1.491067551195035e-05,0.8221852700300977,0.8328305155891362,0.8263519366967642,0.7443723898841984,0.002417340379350231,5.843534509637118e-06,0.7401524809233678,0.7480651971105007,0.7442691594733188,0.6278473412990568,0.0010267483868603331,1.054212249920296e-06,0.6261542439460754,0.6294124186038971,0.6278879940509796
47,0.01410067114093949,-0.006463739991230434,0.012306674706417902,-9.89454656933658e-05,0.006917566072138007,0.0015742257750556946,0.6760325736005386,0.0011590511329519833,1.3433995287972762e-06,0.6743935147207042,0.6778169108733147,0.6755779852295887,0.6697739361702127,0.0038283325029680924,1.4656129753281939e-05,0.6646719858156028,0.6774379432624114,0.668927304964539,0.6863674708999625,0.0038210842692450887,1.4600684992672274e-05,0.6807672826711679,0.6933862532154753,0.6862140196171298,0.8418381203726032,0.002747507598885889,7.548798005935704e-06,0.8382177209763417,0.846088091346712,0.8419664148112425,0.7513822115713478,0.0025352866796445107,6.427678547982887e-06,0.7480356526686,0.7567133145725573,0.7506619733506812,0.627824114561081,0.0005836597703293382,3.4065872750089587e-07,0.6266809046268463,0.6286594569683075,0.6278188467025757
81,0.021442953020134124,-0.00033416924893137534,0.020740432034299837,-0.002825082662293541,0.010353563463042292,0.0014341403806120254,0.6802033217159082,0.002140546536805355,4.5819394762294e-06,0.6772507906114816,0.6840145874881081,0.679590113871962,0.6746232269503546,0.005025870602629023,2.5259375314370623e-05,0.664627659574468,0.681604609929078,0.6731382978723406,0.6920857545307616,0.003419354851481132,1.1691987600347555e-05,0.6863229097625383,0.6988114597587048,0.6917240480200457,0.8395429270601683,0.005826022912816429,3.3942542980662035e-05,0.8302547580133787,0.8482850610436816,0.8391899431985639,0.7539462221771038,0.0040682902412171726,1.6550985486782883e-05,0.7472369637141727,0.7592669933846403,0.7528943943100007,0.627736303806305,0.000814219702129931,6.629537233365536e-07,0.6266663670539856,0.629474675655365,0.6275626748800278
37,0.015355704697986573,-0.005483003337986229,0.014891856507008827,-0.0013143543324376783,0.007715607280587522,0.0014042190714594074,0.6766998969287392,0.00172022970934813,2.9591902529239518e-06,0.6739394417771314,0.6799039865865092,0.6764036836822549,0.6706028368794327,0.0039020589218753633,1.5226063829787121e-05,0.6625000000000001,0.6774379432624114,0.6699689716312057,0.688120284290038,0.0033879905226133385,1.1478479781317803e-05,0.6817830603360518,0.6943088936914943,0.6876461893195639,0.8408148416079451,0.0029635149755737732,8.782421010450022e-06,0.8354428457876735,0.8463911216497422,0.8409169837187078,0.7519777260288708,0.002683115755084595,7.199110155183176e-06,0.7464593988157098,0.7558839746388084,0.7516315522239789,0.6277175480127334,0.0005293189141971165,2.8017851292681446e-07,0.626826000213623,0.6285285115242004,0.627784812450409
58,0.017919463087248268,0.0008273842771473759,0.006938086214401697,0.027110505987645913,0.015860552757398817,0.0011904510150234843,0.6809936783955959,0.0014275644494993113,2.0379402574742718e-06,0.6785387047853976,0.6828281464550922,0.6813243909035123,0.6722960992907802,0.003590370807743366,1.2890762537095751e-05,0.6667553191489362,0.6795212765957447,0.6720744680851065,0.6827274430332724,0.0021791491096046995,4.748690841890954e-06,0.6792250535284592,0.6874610512493168,0.6828789279340514,0.8647463405049611,0.0035034782372962317,1.227435975920831e-05,0.8604820307406514,0.8701790004376211,0.8651790004376212,0.758055648742413,0.0024925728455563374,6.212919390404816e-06,0.7541735377108425,0.7630622722775787,0.7577442579161302,0.6275835502147674,0.0004475202930956631,2.0027441273242822e-07,0.6269826710224151,0.6284276425838471,0.6274499952793121
41,0.015651006711409496,-0.0006776859131068605,0.0033304012466059056,0.0325723991212392,0.016884959588082397,0.001184233217313196,0.6799695824313902,0.002040105858317315,4.16203191314063e-06,0.6769937655779936,0.6839036874709938,0.6801541824044084,0.6707978723404256,0.004504287717459655,2.028860784165791e-05,0.6625,0.6795212765957447,0.6710106382978724,0.6802813487132207,0.002648841788690913,7.016362821515274e-06,0.675319955072277,0.6848843840658384,0.6805808884745501,0.8693448253534461,0.004087603883651397,1.6708505509641986e-05,0.8630493708079914,0.8766099768685975,0.8688827041413247,0.7588200817962433,0.0030711253201426195,9.431810732021107e-06,0.7535374833635038,0.7647756474425587,0.7589993574037885,0.6275796526670455,0.0007777741733007417,6.049326646536522e-07,0.6259736657142639,0.6285949349403381,0.6278333634138107
16,0.012765100671140945,-0.001278155507328765,0.016364085738677633,-0.0018758267555328417,0.007628438266103118,0.0011785517153528606,0.6795610044846254,0.0010778686665538684,1.1618008623386141e-06,0.6775485397029405,0.6811585741279442,0.6795425170154121,0.6688918439716313,0.005918467868321534,3.502826190835444e-05,0.6582890070921986,0.6794769503546099,0.6688829787234043,0.6891184899519918,0.004745070570563793,2.25156947196306e-05,0.6805755101004081,0.6964591274506601,0.6898707289946062,0.8403421259455742,0.005148352414270714,2.6505532581527092e-05,0.8326679705990051,0.8497917950504157,0.8403250006698283,0.7519126787508307,0.004243725563334473,1.8009206656898493e-05,0.7451224540726188,0.7599685780637273,0.7517179233725678,0.6275760912895202,0.000739946785257031,5.475212450122147e-07,0.6261149346828461,0.6285271048545837,0.627811536192894
71,0.009234899328859023,-0.002212975253032227,-0.000986052525718596,0.029738283806676796,0.012936206383912153,0.0011705301002002159,0.6789249244299982,0.0017878420437985336,3.1963791735737176e-06,0.6764375861852215,0.6821550739004604,0.6787733723802132,0.6665602836879433,0.002218899199209992,4.923513656254743e-06,0.6625443262411348,0.6710106382978724,0.6667553191489362,0.6773546926582992,0.0017567301113570078,3.0861006841484048e-06,0.6738201872317852,0.6803051792252328,0.6774915065324967,0.8669587229501022,0.00292114291597529,8.533075935552618e-06,0.8630493708079914,0.8731643133367271,0.8663827041413248,0.7558734424530914,0.0014072924797596657,1.980472123588109e-06,0.7531688626367645,0.7586135822364136,0.7559421144987877,0.627571063041687,0.0008075023820762964,6.52060097058893e-07,0.6264543414115906,0.6289366364479065,0.6274506956338882
27,0.01889932885906046,-0.0008105850280558528,0.008447166990371445,0.030063907473392628,0.016809903067744995,0.0011545058874746395,0.6798791537934787,0.0014124570568433113,1.995034937426469e-06,0.6783317330283001,0.6832757415563715,0.6796420189260304,0.6729432624113476,0.0024104021405047457,5.8100384789498605e-06,0.668927304964539,0.6773936170212767,0.6731382978723405,0.6837506348993998,0.002032568033006697,4.131332808800714e-06,0.6799925758356171,0.6870297646458637,0.6838524287439335,0.8672328724914932,0.0031707760940611696,1.0053821038669806e-05,0.859648697407318,0.8698759701345908,0.8680241182827391,0.758764073105816,0.001874230963693546,3.512741705267638e-06,0.7557998722109047,0.7619336002289232,0.7590021280307993,0.6275610184669494,0.0006046000842714987,3.6554126190110335e-07,0.6264848470687866,0.6283104240894317,0.6277426272630692
51,0.008630872483221547,-0.004488257323099539,0.005009693196891427,0.008033372016917707,0.006603295661851367,0.0010014885387783334,0.677376752656699,0.0020092073222474907,4.036914063772931e-06,0.6744715528919933,0.6811787550291001,0.6770568635037228,0.6661613475177306,0.0023404255319148934,5.4775916704391116e-06,0.6625443262411347,0.6710549645390071,0.665735815602837,0.6814199477145109,0.002074911213541791,4.3052565440814685e-06,0.6786385436389037,0.6863932240360259,0.6807552486393296,0.8486848926935135,0.002533323941372378,6.4177301919304804e-06,0.8452547580133787,0.853125128383749,0.8494214246800453,0.7511476966479129,0.0017699265809876386,3.132640102086592e-06,0.7483098528425819,0.754101597665856,0.7512248732693947,0.6274651014804841,0.0006861523434275449,4.708050383911115e-07,0.6261022567749024,0.628503429889679,0.6275051891803741
25,-0.00392617449664434,-0.004364942241446476,-0.0022335514835691785,0.00034937747363660015,-0.0012884558335264555,0.000946384150476353,0.6774606600241191,0.001850122512517685,3.422953311324752e-06,0.6742510706434993,0.6796490010999117,0.6778239425001567,0.6578679078014185,0.0022841781292448275,5.217469726120399e-06,0.6540780141843971,0.6625443262411348,0.6582890070921985,0.6765088593490418,0.0018957508146104605,3.593871151096225e-06,0.6731060594859127,0.6795199971742407,0.676664171468033,0.8422155730604006,0.0030961037750466946,9.585858585858394e-06,0.8343064821513098,0.8448367851816128,0.8430186033634309,0.7452587123938199,0.001683691097259519,2.834815710990963e-06,0.7425590044235109,0.7481523419036409,0.7454026259023425,0.6274305599927902,0.0007536776184651818,5.68029952575348e-07,0.6264042675495147,0.6289731681346893,0.6274626135826111
99,0.012744966442952912,0.0006198134765744129,0.009134406664261852,0.016126111313251038,0.010645824579774636,0.0009397955099604273,0.6808524408503105,0.0017202824834218562,2.959371822768069e-06,0.678952216972738,0.6842920829576675,0.6804696886594541,0.6688785460992908,0.004043974589137734,1.6353730477591705e-05,0.6624556737588654,0.6752659574468085,0.6699468085106384,0.6842165993829463,0.0032101552154560472,1.030509650731966e-05,0.6785281032931679,0.6890161798985329,0.6851983826287232,0.8554983432914467,0.0031927205593970612,1.0193464570396684e-05,0.8494664148112424,0.8603220980807187,0.8564332091918299,0.7541643133214497,0.0031560074912667054,9.960383284931564e-06,0.7489702465724657,0.7587168853967802,0.7546813352369443,0.6274264299869537,0.0006179556971105684,3.818692435914085e-07,0.6263219833374023,0.6285783648490906,0.6273435920476913
10,0.018885906040268328,0.0022071803917533624,0.004716256717971445,0.032617390003723455,0.017123559009634828,0.0009330499744110746,0.6819325340327247,0.0011079171188345881,1.227480342206735e-06,0.6803052527943667,0.6836768184037563,0.6820699791805738,0.6729343971631205,0.0030673758865248204,9.408794829233928e-06,0.6688829787234043,0.6773936170212767,0.6720966312056739,0.6812209909567037,0.002483017648655281,6.1653766435336015e-06,0.6780775256317052,0.6852537667200508,0.6803500262080842,0.8693827041413249,0.0023067266102252044,5.320987654321062e-06,0.8660123337709544,0.8738827041413249,0.8701790004376211,0.7589981295005306,0.0020447755163699112,4.181106912345838e-06,0.7557895047638319,0.7614876358232805,0.7593188105860327,0.6274222016334533,0.00036234534324409995,1.312941477706846e-07,0.6265853345394135,0.627848333120346,0.6275668740272522
